T,ENC,IMU,Lag,ENC_RAW
6561,0.00,0.09,4.2,275
6567,0.00,0.09,7.3,275
6571,0.00,0.09,3.4,275
6575,0.00,0.09,5.5,275
6578,0.00,0.09,4.3,275
6582,0.00,0.09,5.2,275
6586,0.00,0.09,3.9,275
6590,0.00,0.09,5.7,275
6593,0.00,0.09,4.1,275
6597,0.00,0.09,5.5,275
6602,0.00,0.09,5.8,275
6605,0.00,0.09,3.6,275
6610,0.00,0.09,5.3,275
6613,0.00,0.09,3.9,275
6617,0.00,0.09,5.3,275
6620,0.00,0.09,3.9,275
6624,0.00,0.09,5.0,275
6628,0.00,0.09,3.4,275
6631,0.00,0.09,4.4,275
6635,0.00,0.09,5.7,275
6638,0.00,0.09,3.9,275
6642,0.00,0.09,5.2,275
6645,0.00,0.09,4.0,275
6649,0.00,0.09,4.8,275
6652,0.00,0.09,3.2,275
6657,0.00,0.09,5.0,275
6660,0.00,0.09,3.6,275
6664,0.00,0.09,4.8,275
6667,0.00,0.09,3.2,275
6671,0.00,0.09,4.2,275
6674,0.00,0.09,5.3,275
6678,0.00,0.09,5.5,275
6681,0.00,0.09,4.7,275
6685,0.00,0.09,5.7,275
6688,0.00,0.09,6.1,275
6692,0.00,0.09,5.0,275
6695,0.00,0.09,3.8,275
6699,0.00,0.09,5.2,275
6703,0.00,0.09,4.6,275
6706,0.00,0.09,4.8,275
6710,0.00,0.09,3.2,275
6713,0.00,0.09,4.4,275
6717,0.00,0.09,5.3,275
6720,0.00,0.09,3.7,275
6724,0.00,0.09,5.2,275
6730,0.00,0.09,7.9,275
6734,0.00,0.09,5.0,275
6738,0.00,0.09,4.4,275
6742,0.00,0.09,3.2,275
6746,0.00,0.09,3.9,275
6749,0.00,0.09,5.5,275
6753,0.00,0.09,4.3,275
6757,0.00,0.09,5.3,275
6760,0.00,0.09,3.7,275
6764,0.00,0.09,5.2,275
6768,0.00,0.09,5.9,275
6771,0.00,0.09,4.7,275
6775,0.00,0.09,3.4,275
6778,0.00,0.09,4.6,275
6782,0.00,0.09,3.0,275
6786,0.00,0.09,3.9,275
6789,0.00,0.09,5.2,275
6792,0.00,0.09,3.8,275
6796,0.00,0.09,4.8,275
6800,0.00,0.09,3.2,275
6804,0.00,0.09,4.8,275
6807,0.00,0.09,5.7,275
6811,0.00,0.09,4.9,275
6815,0.00,0.09,5.3,275
6818,0.00,0.09,4.5,275
6822,0.00,0.09,3.2,275
6826,0.00,0.09,3.7,275
6829,0.00,0.09,3.0,275
6832,0.00,0.09,3.7,275
6836,0.00,0.09,4.6,275
6839,0.00,0.09,2.8,275
6843,0.00,0.09,4.1,275
6846,0.00,0.09,3.5,275
6850,0.00,0.09,3.4,275
6853,0.00,0.09,4.4,275
6869,0.00,0.09,15.2,275
6873,0.00,0.09,3.9,275
6878,0.00,0.09,4.5,275
6882,0.00,0.09,3.6,275
6886,0.00,0.09,4.8,275
6889,0.00,0.09,3.4,275
6893,0.00,0.09,3.9,275
6896,0.00,0.09,5.5,275
6900,0.00,0.09,3.2,275
6904,0.00,0.09,5.0,275
6910,0.00,0.09,7.8,275
6913,0.00,0.09,4.5,275
6917,0.00,0.09,3.4,275
6921,0.00,0.09,5.0,275
6924,0.00,0.09,3.2,275
6928,0.00,0.09,4.6,275
6931,0.00,0.09,5.5,275
6935,0.00,0.09,4.3,275
6939,0.00,0.09,5.2,275
6942,0.00,0.09,3.8,275
6946,0.00,0.09,4.1,275
6949,0.00,0.09,3.4,275
6953,0.00,0.09,4.6,275
6956,0.00,0.09,2.8,275
6960,0.00,0.09,3.7,275
6963,0.00,0.09,5.0,275
6967,0.00,0.09,3.5,275
6971,0.00,0.09,4.6,275
6974,0.00,0.09,3.0,275
6978,0.00,0.09,4.8,275
6982,0.00,0.09,3.2,275
6985,0.00,0.09,4.4,275
6989,0.00,0.09,5.5,275
6992,0.00,0.09,4.0,275
6996,0.00,0.09,5.5,275
7000,0.00,0.09,4.1,275
7004,0.00,0.09,5.2,275
7007,0.00,0.09,3.8,275
7011,0.00,0.09,4.8,275
7014,0.00,0.09,2.6,275
7018,0.00,0.09,4.4,275
7021,0.00,0.09,5.3,275
7024,0.00,0.09,3.6,275
7028,0.00,0.09,5.0,275
7032,0.00,0.09,3.4,275
7035,0.00,0.09,4.6,275
7039,0.00,0.09,5.3,275
7042,0.00,0.09,4.1,275
7046,0.00,0.09,5.2,275
7049,0.00,0.09,3.6,275
7053,0.00,0.09,5.1,275
7057,0.00,0.09,3.8,275
7061,0.00,0.09,5.8,275
7064,0.00,0.09,3.2,275
7107,0.00,0.09,43.4,275
7111,0.00,0.09,10.3,275
7120,0.00,0.09,10.8,275
7124,0.00,0.09,3.2,275
7127,0.00,0.09,4.4,275
7131,0.00,0.09,2.9,275
7135,0.00,0.09,3.7,275
7138,0.00,0.09,5.0,275
7141,0.00,0.09,2.8,275
7145,0.00,0.09,4.4,275
7148,0.00,0.09,3.0,275
7152,0.00,0.09,4.1,275
7156,0.00,0.09,5.2,275
7160,0.00,0.09,4.1,275
7163,0.00,0.09,5.3,275
7167,0.00,0.09,3.8,275
7171,0.00,0.09,5.3,275
7174,0.00,0.09,3.9,275
7178,0.00,0.09,5.2,275
7182,0.00,0.09,4.2,275
7185,0.00,0.09,4.8,275
7189,0.00,0.09,3.4,275
7192,0.00,0.09,4.4,275
7196,0.00,0.09,2.8,275
7200,0.00,0.09,4.6,275
7203,0.00,0.09,3.2,275
7208,0.00,0.09,5.0,275
7211,0.00,0.09,3.4,275
7215,0.00,0.09,4.6,275
7218,0.00,0.09,3.0,275
7222,0.00,0.09,3.9,275
7225,0.00,0.09,5.0,275
7229,0.00,0.09,3.6,275
7233,0.00,0.09,5.6,275
7236,0.00,0.09,3.0,275
7240,0.00,0.09,4.2,275
7243,0.00,0.09,5.2,275
7246,0.00,0.09,3.8,275
7250,0.00,0.09,4.8,275
7253,0.00,0.09,3.4,275
7257,0.00,0.09,4.4,275
7261,0.00,0.09,5.3,275
7264,0.00,0.09,3.8,275
7268,0.00,0.09,5.4,275
7274,0.00,0.09,6.9,275
7278,0.00,0.09,4.8,275
7282,0.00,0.09,4.1,275
7286,0.00,0.09,5.3,275
7289,0.00,0.09,3.5,275
7293,0.00,0.09,5.2,275
7296,0.00,0.09,3.2,275
7300,0.00,0.09,4.8,275
7303,0.00,0.09,3.2,275
7307,0.00,0.09,4.6,275
7311,0.00,0.09,6.3,275
7314,0.00,0.09,3.8,275
7318,0.00,0.09,5.0,275
7321,0.00,0.09,3.4,275
7325,0.00,0.09,4.4,275
7328,0.00,0.09,5.5,275
7331,0.00,0.09,4.3,275
7335,0.00,0.09,5.2,275
7339,0.00,0.09,3.6,275
7343,0.00,0.09,5.2,275
7346,0.00,0.09,5.7,275
7349,0.00,0.09,4.5,275
7353,0.00,0.09,3.2,275
7357,0.00,0.09,4.1,275
7360,0.00,0.09,2.8,275
7364,0.00,0.09,3.7,275
7368,0.00,0.09,5.2,275
7371,0.00,0.09,3.6,275
7375,0.00,0.09,4.6,275
7378,0.00,0.09,3.2,275
7382,0.00,0.09,5.0,275
7386,0.00,0.09,5.7,275
7389,0.00,0.09,4.1,275
7393,0.00,0.09,3.0,275
7397,0.00,0.09,4.1,275
7400,0.00,0.09,2.7,275
7404,0.00,0.09,3.5,275
7407,0.00,0.09,4.8,275
7411,0.00,0.09,4.2,275
7414,0.00,0.09,4.2,275
7418,0.00,0.09,5.3,275
7422,0.00,0.09,4.3,275
7425,0.00,0.09,5.3,275
7429,0.00,0.09,4.1,275
7433,0.00,0.09,2.8,275
7439,0.00,0.09,7.1,275
7443,0.00,0.09,5.5,275
7446,0.00,0.09,5.0,275
7450,0.00,0.09,5.0,275
7453,0.00,0.09,3.4,275
7457,0.00,0.09,4.6,275
7460,0.00,0.09,3.0,275
7464,0.00,0.09,4.2,275
7467,0.00,0.09,5.0,275
7471,0.00,0.09,3.0,275
7474,0.00,0.09,4.6,275
7478,0.00,0.09,5.7,275
7481,0.00,0.09,4.1,275
7485,0.00,0.09,3.9,275
7488,0.00,0.09,3.7,275
7492,0.00,0.09,4.4,275
7495,0.00,0.09,2.9,275
7499,0.00,0.09,4.1,275
7502,0.00,0.09,5.0,275
7506,0.00,0.09,4.4,275
7510,0.00,0.09,5.2,275
7513,0.00,0.09,3.8,275
7517,0.00,0.09,5.3,275
7521,0.00,0.09,3.8,275
7524,0.00,0.09,3.9,275
7528,0.00,0.09,5.7,275
7531,0.00,0.09,4.1,275
7535,0.00,0.09,5.3,275
7538,0.00,0.09,3.2,275
7542,0.00,0.09,4.8,275
7545,0.00,0.09,3.4,275
7549,0.00,0.09,4.4,275
7552,0.00,0.09,5.3,275
7556,0.00,0.09,3.8,275
7560,0.00,0.09,5.0,275
7563,0.00,0.09,3.4,275
7567,0.00,0.09,4.8,275
7570,0.00,0.09,5.5,275
7573,0.00,0.09,4.3,275
7577,0.00,0.09,5.3,275
7581,0.00,0.09,3.9,275
7584,0.00,0.09,4.2,275
7588,0.00,0.09,3.4,275
7592,0.00,0.09,4.6,275
7597,0.00,0.09,5.0,275
7602,0.00,0.09,4.9,275
7606,0.00,0.09,5.7,275
7609,0.00,0.09,4.7,275
7613,0.00,0.09,2.8,275
7617,0.00,0.09,4.6,275
7620,0.00,0.09,5.5,275
7623,0.00,0.09,4.1,275
7627,0.00,0.09,5.2,275
7630,0.00,0.09,3.8,275
7635,0.00,0.09,5.2,275
7638,0.00,0.09,3.8,275
7642,0.00,0.09,5.0,275
7645,0.00,0.09,3.4,275
7649,0.00,0.09,4.6,275
7652,0.00,0.09,5.5,275
7656,0.00,0.09,3.9,275
7659,0.00,0.09,5.0,275
7663,0.00,0.09,3.6,275
7667,0.00,0.09,5.6,275
7670,0.00,0.09,3.2,275
7674,0.00,0.09,4.4,275
7677,0.00,0.09,5.2,275
7680,0.00,0.09,3.6,275
7684,0.00,0.09,4.8,275
7687,0.00,0.09,5.5,275
7691,0.00,0.09,4.7,275
7695,0.00,0.09,3.5,275
7700,0.00,0.09,5.3,275
7703,0.00,0.09,3.9,275
7707,0.00,0.09,5.0,275
7710,0.00,0.09,3.4,275
7714,0.00,0.09,4.8,275
7717,0.00,0.09,3.0,275
7721,0.00,0.09,4.2,275
7724,0.00,0.09,5.2,275
7728,0.00,0.09,3.6,275
7731,0.00,0.09,4.8,275
7735,0.00,0.09,3.2,275
7739,0.00,0.09,4.4,275
7742,0.00,0.09,5.3,275
7745,0.00,0.09,4.0,275
7750,0.00,0.09,6.3,275
7753,0.00,0.09,4.1,275
7757,0.00,0.09,5.2,275
7799,0.00,0.09,42.0,275
7803,0.00,0.09,11.6,275
7812,0.00,0.09,7.0,275
7816,0.00,0.09,3.9,275
7820,0.00,0.09,3.0,275
7824,0.00,0.09,4.6,275
7827,0.00,0.09,3.0,275
7831,0.00,0.09,4.4,275
7834,0.00,0.09,5.2,275
7837,0.00,0.09,3.6,275
7841,0.00,0.09,4.8,275
7844,0.00,0.09,3.2,275
7848,0.00,0.09,3.7,275
7852,0.00,0.09,5.3,275
7855,0.00,0.09,5.3,275
7858,0.00,0.09,4.8,275
7862,0.00,0.09,5.4,275
7866,0.00,0.09,5.3,275
7869,0.00,0.09,3.0,275
7873,0.00,0.09,4.2,275
7876,0.00,0.09,5.0,275
7880,0.00,0.09,3.6,275
7884,0.00,0.09,4.8,275
7887,0.00,0.09,5.7,275
7890,0.00,0.09,4.3,275
7894,0.00,0.09,5.5,275
7898,0.00,0.09,4.1,275
7902,0.00,0.09,5.3,275
7905,0.00,0.09,4.1,275
7909,0.00,0.09,5.0,275
7912,0.00,0.09,3.6,275
7916,0.00,0.09,4.6,275
7919,0.00,0.09,3.0,275
7923,0.00,0.09,4.4,275
